"lwechallenge/60-010.txt" exists.
-------------------------
Primal attack, TU LWE challenge n=60, m=3600, alpha=0.010, q=3607 
Chose 221 samples. Predict solution at bkz-92 + svp-122. 
Initial slope = -0.065713
dim = 222, dvol = 522.71923621791

After a sigma normalization,slope = -0.065713
cost_model = 2
(212,1,1) -0.028921 44.156874
(214,1,1) -0.028889 44.857118
(216,1,1) -0.028863 45.571216
(218,1,1) -0.028844 46.293905
(220,1,1) -0.028831 46.887043
cum_pr = 1
pump-{222,0,0}, PSC = -1000.0000000 sec
S(beta,jump,tours):[(10,1,1),(11,1,1),(12,1,1),(13,1,1),(14,1,1),(15,1,1),(16,1,1),(17,1,1),(18,1,1),(19,1,1),(20,1,1),(21,1,1),(22,1,1),(23,1,1),(24,1,1),(25,1,1),(26,1,1),(27,1,1),(28,1,1),(29,1,1),(30,1,1),(31,1,1),(32,1,1),(33,1,1),(34,1,1),(35,1,1),(36,1,1),(37,1,1),(38,1,1),(39,1,1),(40,1,1),(41,1,1),(42,1,1),(43,1,1),(44,1,1),(45,1,1),(46,1,1),(47,1,1),(48,1,1),(49,1,1),(72,1,1),(75,1,1),(78,1,1),(80,1,1),(82,1,1),(84,1,1),(86,1,1),(88,1,1),(90,1,1),(92,1,1),(94,1,1),(96,1,1),(98,1,1),(100,1,1),(102,1,1),(104,1,1),(106,1,1),(108,1,1),(110,1,1),(112,1,1),(114,1,1),(116,1,1),(118,1,1),(120,1,1),(122,1,1),(124,1,1),(126,1,1),(128,1,1),(130,1,1),(132,1,1),(134,1,1),(136,1,1),(138,1,1),(140,1,1),(142,1,1),(144,1,1),(146,1,1),(148,1,1),(150,1,1),(152,1,1),(154,1,1),(156,1,1),(158,1,1),(160,1,1),(162,1,1),(164,1,1),(166,1,1),(168,1,1),(170,1,1),(172,1,1),(174,1,1),(176,1,1),(178,1,1),(180,1,1),(182,1,1),(184,1,1),(186,1,1),(188,1,1),(190,1,1),(192,1,1),(194,1,1),(196,1,1),(198,1,1),(200,1,1),(202,1,1),(204,1,1),(206,1,1),(208,1,1),(210,1,1),(212,1,1),(214,1,1),(216,1,1),(218,1,1),(220,1,1)]
Gcum = 157065, Bcum = 1.22388e+11
=============================
============= Dilithium-V
Generate gs-lengths by GSA assumption...
[0m[1;31m     LWE instance generation    [0m
n=1792	m=2048	q=8380417
dim = 3540, m = 1747, dvol = 26623.11624627578, β = 862.8394

Slope of gs-lengths generated by GSA assumption: -0.0866546
cost_model = 1
(50,4,1) -0.086613 43.266022
(51,4,1) -0.086570 44.421446
(52,4,1) -0.086525 45.166841
(53,4,1) -0.086479 45.747266
(54,4,1) -0.086430 46.239467
(55,4,1) -0.086380 46.677568
(56,4,1) -0.086328 47.079718
(57,4,1) -0.086274 47.456690
(58,4,1) -0.086217 47.815380
(59,4,1) -0.086159 48.160443
(60,4,1) -0.086099 48.495149
(61,4,1) -0.086036 48.821869
(62,4,1) -0.085971 49.142361
(63,4,1) -0.085903 49.457952
(64,4,1) -0.085834 49.769660
(65,4,1) -0.085762 50.078276
(66,4,1) -0.085687 50.332299
(67,4,1) -0.085610 50.593136
(68,4,1) -0.085531 50.859801
(69,4,1) -0.085449 51.131411
(70,4,1) -0.085365 51.407187
(71,4,1) -0.085277 51.686452
(72,4,1) -0.085188 51.968627
(73,4,1) -0.085095 52.253217
(74,4,1) -0.085000 52.539806
(75,4,1) -0.084902 52.828044
(76,4,1) -0.084801 53.117640
(77,4,1) -0.084698 53.408351
(78,4,1) -0.084591 53.699977
(79,4,1) -0.084482 53.992353
(80,4,1) -0.084369 54.285343
(81,4,1) -0.084254 54.578835
(82,4,1) -0.084136 54.822530
(83,4,1) -0.084014 55.074435
(84,4,1) -0.083890 55.333450
(85,4,1) -0.083763 55.598561
(86,4,1) -0.083632 55.868855
(87,4,1) -0.083499 56.143524
(88,4,1) -0.083362 56.421865
(89,4,1) -0.083222 56.703269
(90,4,1) -0.083079 56.987220
(91,4,1) -0.082932 57.273281
(92,4,1) -0.082783 57.561083
(93,4,1) -0.082630 57.850319
(94,4,1) -0.082474 58.140735
(95,4,1) -0.082314 58.432119
(96,4,1) -0.082151 58.724296
(97,4,1) -0.081985 58.967085
(98,4,1) -0.081816 59.218200
(99,4,1) -0.081643 59.476533
(100,4,1) -0.081467 59.741062
(101,4,1) -0.081287 60.010863
(102,4,1) -0.081105 60.285117
(103,4,1) -0.080918 60.563109
(104,4,1) -0.080729 60.844223
(105,4,1) -0.080535 61.127933
(106,4,1) -0.080339 61.413794
(107,4,1) -0.080139 61.701431
(108,4,1) -0.079935 61.990531
(109,4,1) -0.079728 62.280835
(110,4,1) -0.079518 62.572126
(111,4,1) -0.079304 62.814303
(112,4,1) -0.079087 63.064885
(113,4,1) -0.078867 63.322758
(114,4,1) -0.078643 63.586893
(115,4,1) -0.078415 63.856359
(116,4,1) -0.078184 64.130331
(117,4,1) -0.077950 64.408087
(118,4,1) -0.077712 64.689005
(119,4,1) -0.077471 64.972551
(120,4,1) -0.077226 65.258275
(121,4,1) -0.076979 65.545800
(122,4,1) -0.076727 65.834807
(123,4,1) -0.076473 66.125034
(124,4,1) -0.076215 66.416263
(125,4,1) -0.075953 66.658396
(126,4,1) -0.075689 66.908939
(127,4,1) -0.075421 67.166778
(128,4,1) -0.075149 67.430884
(129,4,1) -0.074875 67.700326
(130,4,1) -0.074597 67.974277
(131,4,1) -0.074316 68.252015
(132,4,1) -0.074032 68.532917
(133,4,1) -0.073745 68.816450
(134,4,1) -0.073455 69.102163
(135,4,1) -0.073161 69.389678
(136,4,1) -0.072865 69.678678
(137,4,1) -0.072565 69.968898
(138,4,1) -0.072263 70.210334
(139,4,1) -0.071957 70.460268
(140,4,1) -0.071648 70.717582
(141,4,1) -0.071337 70.981238
(142,4,1) -0.071023 71.250298
(143,4,1) -0.070706 71.523927
(144,4,1) -0.070386 71.801395
(145,4,1) -0.070063 72.082072
(146,4,1) -0.069738 72.365417
(147,4,1) -0.069410 72.650976
(148,4,1) -0.069079 72.938362
(149,4,1) -0.068746 73.227256
(150,4,1) -0.068410 73.517388
(151,4,1) -0.068072 73.808538
(152,4,1) -0.067731 74.050617
(153,4,1) -0.067388 74.301112
(154,4,1) -0.067043 74.558910
(155,4,1) -0.066695 74.822979
(156,4,1) -0.066345 75.092389
(157,4,1) -0.065993 75.366313
(158,4,1) -0.065639 75.644028
(159,4,1) -0.065283 75.924910
(160,4,1) -0.064924 76.208426
(161,4,1) -0.064564 76.494124
(162,4,1) -0.064202 76.781626
(163,4,1) -0.063838 77.070614
(164,4,1) -0.063473 77.360825
(165,4,1) -0.063105 77.652038
(166,4,1) -0.062736 77.944074
(167,4,1) -0.062366 78.186765
(168,4,1) -0.061994 78.437792
(169,4,1) -0.061621 78.696049
(170,4,1) -0.061246 78.960511
(171,4,1) -0.060870 79.230253
(172,4,1) -0.060492 79.504456
(173,4,1) -0.060114 79.782405
(174,4,1) -0.059734 80.063481
(175,4,1) -0.059354 80.347158
(176,4,1) -0.058972 80.632989
(177,4,1) -0.058590 80.920601
(178,4,1) -0.058207 81.209678
(179,4,1) -0.057823 81.499962
(180,4,1) -0.057438 81.791235
(181,4,1) -0.057053 82.033398
(182,4,1) -0.056667 82.283966
(183,4,1) -0.056281 82.541826
(184,4,1) -0.055895 82.805948
(185,4,1) -0.055508 83.075403
(186,4,1) -0.055121 83.349363
(187,4,1) -0.054734 83.627108
(188,4,1) -0.054347 83.908014
(189,4,1) -0.053960 84.191549
(190,4,1) -0.053573 84.477263
(191,4,1) -0.053186 84.764778
(192,4,1) -0.052799 85.053775
(193,4,1) -0.052413 85.343992
(194,4,1) -0.052027 85.635211
(195,4,1) -0.051641 85.877336
(196,4,1) -0.051256 86.127871
(197,4,1) -0.050871 86.385701
(198,4,1) -0.050488 86.649798
(199,4,1) -0.050105 86.919231
(200,4,1) -0.049722 87.193172
(201,4,1) -0.049341 87.470901
(202,4,1) -0.048961 87.751794
(203,4,1) -0.048581 88.035318
(204,4,1) -0.048203 88.321022
(205,4,1) -0.047826 88.608527
(206,4,1) -0.047450 88.897518
(207,4,1) -0.047075 89.187728
(208,4,1) -0.046702 89.478941
(209,4,1) -0.046330 89.721063
(210,4,1) -0.045959 89.971593
(211,4,1) -0.045591 90.229420
(212,4,1) -0.045223 90.493514
(213,4,1) -0.044858 90.762943
(214,4,1) -0.044494 91.036882
(215,4,1) -0.044132 91.314608
(216,4,1) -0.043772 91.595498
(217,4,1) -0.043413 91.879019
(218,4,1) -0.043057 92.164721
(219,4,1) -0.042703 92.452224
(220,4,1) -0.042350 92.741212
(221,4,1) -0.042000 93.031421
(222,4,1) -0.041652 93.322631
(223,4,1) -0.041306 93.614664
(224,4,1) -0.040963 93.857351
(225,4,1) -0.040622 94.108374
(226,4,1) -0.040283 94.366626
(227,4,1) -0.039946 94.631082
(228,4,1) -0.039613 94.900819
(229,4,1) -0.039281 95.175016
(230,4,1) -0.038952 95.452958
(231,4,1) -0.038626 95.734027
(232,4,1) -0.038302 96.017697
(233,4,1) -0.037981 96.303522
(234,4,1) -0.037662 96.591126
(235,4,1) -0.037346 96.880196
(236,4,1) -0.037033 97.170473
(237,4,1) -0.036723 97.461739
(238,4,1) -0.036416 97.753816
(239,4,1) -0.036111 97.996533
(240,4,1) -0.035809 98.247583
(241,4,1) -0.035510 98.505857
(242,4,1) -0.035214 98.770332
(243,4,1) -0.034921 99.040084
(244,4,1) -0.034631 99.314294
(245,4,1) -0.034344 99.592246
(246,4,1) -0.034060 99.873324
(247,4,1) -0.033778 100.157001
(248,4,1) -0.033500 100.442830
(249,4,1) -0.033225 100.730438
(250,4,1) -0.032953 101.019511
(251,4,1) -0.032684 101.309789
(252,4,1) -0.032418 101.601057
(253,4,1) -0.032155 101.843214
(254,4,1) -0.031895 102.093776
(255,4,1) -0.031638 102.351628
(256,4,1) -0.031384 102.615743
(257,4,1) -0.031133 102.885189
(258,4,1) -0.030886 103.159141
(259,4,1) -0.030641 103.436877
(260,4,1) -0.030400 103.717774
(261,4,1) -0.030161 104.001301
(262,4,1) -0.029926 104.287006
(263,4,1) -0.029694 104.574510
(264,4,1) -0.029464 104.863498
(265,4,1) -0.029238 105.153706
(266,4,1) -0.029015 105.444915
(267,4,1) -0.028795 105.736945
(268,4,1) -0.028578 105.979629
(269,4,1) -0.028364 106.230649
(270,4,1) -0.028152 106.488897
(271,4,1) -0.027944 106.753349
(272,4,1) -0.027739 107.023081
(273,4,1) -0.027537 107.297274
(274,4,1) -0.027337 107.575211
(275,4,1) -0.027141 107.856275
(276,4,1) -0.026948 108.139939
(277,4,1) -0.026757 108.425758
(278,4,1) -0.026569 108.713357
(279,4,1) -0.026384 109.002422
(280,4,1) -0.026202 109.292692
(281,4,1) -0.026022 109.583952
(282,4,1) -0.025846 109.876023
(283,4,1) -0.025672 110.168759
(284,4,1) -0.025501 110.411930
(285,4,1) -0.025332 110.663373
(286,4,1) -0.025166 110.921986
(287,4,1) -0.025003 111.186750
(288,4,1) -0.024842 111.456745
(289,4,1) -0.024684 111.731159
(290,4,1) -0.024529 112.009280
(291,4,1) -0.024376 112.290498
(292,4,1) -0.024225 112.574290
(293,4,1) -0.024077 112.860214
(294,4,1) -0.023932 113.147898
(295,4,1) -0.023789 113.437033
(296,4,1) -0.023648 113.727361
(297,4,1) -0.023509 114.018668
(298,4,1) -0.023373 114.310777
(299,4,1) -0.023239 114.553515
(300,4,1) -0.023107 114.804582
(301,4,1) -0.022978 115.062869
(302,4,1) -0.022851 115.327354
(303,4,1) -0.022726 115.597114
(304,4,1) -0.022603 115.871328
(305,4,1) -0.022482 116.149283
(306,4,1) -0.022363 116.430361
(307,4,1) -0.022246 116.714036
(308,4,1) -0.022131 116.999864
(309,4,1) -0.022018 117.287468
(310,4,1) -0.021907 117.576537
(311,4,1) -0.021798 117.866810
(312,4,1) -0.021691 118.158072
(313,4,1) -0.021585 118.450144
(314,4,1) -0.021482 118.692856
(315,4,1) -0.021380 118.943899
(316,4,1) -0.021280 119.202166
(317,4,1) -0.021182 119.466634
(318,4,1) -0.021085 119.736377
(319,4,1) -0.020990 120.010579
(320,4,1) -0.020896 120.288522
(321,4,1) -0.020804 120.569590
(322,4,1) -0.020714 120.853257
(323,4,1) -0.020625 121.139077
(324,4,1) -0.020538 121.426675
(325,4,1) -0.020452 121.715738
(326,4,1) -0.020368 122.006006
(327,4,1) -0.020285 122.297263
(328,4,1) -0.020203 122.589331
(329,4,1) -0.020123 122.882062
(330,4,1) -0.020044 123.125229
(331,4,1) -0.019966 123.376668
(332,4,1) -0.019889 123.635276
(333,4,1) -0.019814 123.900034
(334,4,1) -0.019740 124.170024
(335,4,1) -0.019667 124.444432
(336,4,1) -0.019596 124.722548
(337,4,1) -0.019525 125.003760
(338,4,1) -0.019456 125.287545
(339,4,1) -0.019387 125.573463
(340,4,1) -0.019320 125.861141
(341,4,1) -0.019254 126.150270
(342,4,1) -0.019188 126.440591
(343,4,1) -0.019124 126.731891
(344,4,1) -0.019061 127.023994
(345,4,1) -0.018998 127.266727
(346,4,1) -0.018937 127.517788
(347,4,1) -0.018876 127.776069
(348,4,1) -0.018817 128.040548
(349,4,1) -0.018758 128.310301
(350,4,1) -0.018700 128.584509
(351,4,1) -0.018642 128.862457
(352,4,1) -0.018586 129.143529
(353,4,1) -0.018530 129.427198
(354,4,1) -0.018476 129.713018
(355,4,1) -0.018421 130.000616
(356,4,1) -0.018368 130.289678
(357,4,1) -0.018315 130.579945
(358,4,1) -0.018263 130.871200
(359,4,1) -0.018212 131.163265
(360,4,1) -0.018161 131.455994
(361,4,1) -0.018111 131.699158
(362,4,1) -0.018062 131.950594
(363,4,1) -0.018013 132.209199
(364,4,1) -0.017965 132.473953
(365,4,1) -0.017917 132.743940
(366,4,1) -0.017870 133.018344
(367,4,1) -0.017823 133.296455
(368,4,1) -0.017777 133.577663
(369,4,1) -0.017732 133.861444
(370,4,1) -0.017687 134.147357
(371,4,1) -0.017642 134.435031
(372,4,1) -0.017598 134.724156
(373,4,1) -0.017555 135.014473
(374,4,1) -0.017512 135.305769
(375,4,1) -0.017469 135.597867
(376,4,1) -0.017427 135.890623
(377,4,1) -0.017385 136.133805
(378,4,1) -0.017344 136.385256
(379,4,1) -0.017303 136.643874
(380,4,1) -0.017263 136.908639
(381,4,1) -0.017222 137.178634
(382,4,1) -0.017183 137.453045
(383,4,1) -0.017143 137.731162
(384,4,1) -0.017104 138.012374
(385,4,1) -0.017066 138.296158
(386,4,1) -0.017027 138.582073
(387,4,1) -0.016989 138.869748
(388,4,1) -0.016952 139.158873
(389,4,1) -0.016914 139.449190
(390,4,1) -0.016877 139.740486
(391,4,1) -0.016841 140.032584
(392,4,1) -0.016804 140.325338
(393,4,1) -0.016768 140.568519
(394,4,1) -0.016732 140.819970
(395,4,1) -0.016697 141.078586
(396,4,1) -0.016662 141.343349
(397,4,1) -0.016627 141.613342
(398,4,1) -0.016592 141.887751
(399,4,1) -0.016557 142.165866
(400,4,1) -0.016523 142.447076
(401,4,1) -0.016489 142.730858
(402,4,1) -0.016456 143.016771
(403,4,1) -0.016422 143.304444
(404,4,1) -0.016389 143.593567
(405,4,1) -0.016356 143.883881
(406,4,1) -0.016323 144.175175
(407,4,1) -0.016291 144.467270
(408,4,1) -0.016258 144.760022
(409,4,1) -0.016226 145.003201
(410,4,1) -0.016194 145.254650
(411,4,1) -0.016163 145.513263
(412,4,1) -0.016131 145.778025
(413,4,1) -0.016100 146.048015
(414,4,1) -0.016069 146.322422
(415,4,1) -0.016038 146.600535
(416,4,1) -0.016007 146.881742
(417,4,1) -0.015976 147.165522
(418,4,1) -0.015946 147.451432
(419,4,1) -0.015916 147.739103
(420,4,1) -0.015886 148.028223
(421,4,1) -0.015856 148.318535
(422,4,1) -0.015826 148.609826
(423,4,1) -0.015797 148.901919
(424,4,1) -0.015768 149.194669
(425,4,1) -0.015738 149.437846
(426,4,1) -0.015709 149.689292
(427,4,1) -0.015681 149.947904
(428,4,1) -0.015652 150.212663
(429,4,1) -0.015623 150.482651
(430,4,1) -0.015595 150.757055
(431,4,1) -0.015567 151.035166
(432,4,1) -0.015539 151.316370
(433,4,1) -0.015511 151.600148
(434,4,1) -0.015483 151.886056
(435,4,1) -0.015455 152.173724
(436,4,1) -0.015428 152.462842
(437,4,1) -0.015400 152.753152
(438,4,1) -0.015373 153.044440
(439,4,1) -0.015346 153.336531
(440,4,1) -0.015319 153.629278
(441,4,1) -0.015292 153.872453
(442,4,1) -0.015266 154.123897
(443,4,1) -0.015239 154.382506
(444,4,1) -0.015213 154.647263
(445,4,1) -0.015186 154.917249
(446,4,1) -0.015160 155.191651
(447,4,1) -0.015134 155.469759
(448,4,1) -0.015108 155.750961
(449,4,1) -0.015082 156.034735
(450,4,1) -0.015057 156.320641
(451,4,1) -0.015031 156.608307
(452,4,1) -0.015006 156.897422
(453,4,1) -0.014980 157.187730
(454,4,1) -0.014955 157.479016
(455,4,1) -0.014930 157.771104
(456,4,1) -0.014905 158.063848
(457,4,1) -0.014880 158.357130
(458,4,1) -0.014855 158.600673
(459,4,1) -0.014831 158.852438
(460,4,1) -0.014806 159.111322
(461,4,1) -0.014782 159.376314
(462,4,1) -0.014757 159.646499
(463,4,1) -0.014733 159.921067
(464,4,1) -0.014709 160.199314
(465,4,1) -0.014685 160.480631
(466,4,1) -0.014661 160.764501
(467,4,1) -0.014637 161.050485
(468,4,1) -0.014613 161.338215
(469,4,1) -0.014590 161.627382
(470,4,1) -0.014566 161.917732
(471,4,1) -0.014543 162.209053
(472,4,1) -0.014520 162.501168
(473,4,1) -0.014496 162.793935
(474,4,1) -0.014473 163.037123
(475,4,1) -0.014450 163.288577
(476,4,1) -0.014427 163.547195
(477,4,1) -0.014404 163.811958
(478,4,1) -0.014382 164.081948
(479,4,1) -0.014359 164.356352
(480,4,1) -0.014336 164.634462
(481,4,1) -0.014314 164.915664
(482,4,1) -0.014292 165.199438
(483,4,1) -0.014269 165.485342
(484,4,1) -0.014247 165.773006
(485,4,1) -0.014225 166.062119
(486,4,1) -0.014203 166.352423
(487,4,1) -0.014181 166.643706
(488,4,1) -0.014159 166.935790
(489,4,1) -0.014138 167.228531
(490,4,1) -0.014116 167.521808
(491,4,1) -0.014094 167.765348
(492,4,1) -0.014073 168.017108
(493,4,1) -0.014051 168.275989
(494,4,1) -0.014030 168.540976
(495,4,1) -0.014009 168.811155
(496,4,1) -0.013988 169.085719
(497,4,1) -0.013966 169.363961
(498,4,1) -0.013945 169.645273
(499,4,1) -0.013925 169.929138
(500,4,1) -0.013904 170.215117
(501,4,1) -0.013883 170.502841
(502,4,1) -0.013862 170.792004
(503,4,1) -0.013842 171.082349
(504,4,1) -0.013821 171.373664
(505,4,1) -0.013801 171.665774
(506,4,1) -0.013780 171.958536
(507,4,1) -0.013760 172.201720
(508,4,1) -0.013740 172.453169
(509,4,1) -0.013720 172.711782
(510,4,1) -0.013699 172.976540
(511,4,1) -0.013679 173.246525
(512,4,1) -0.013660 173.520924
(513,4,1) -0.013640 173.799028
(514,4,1) -0.013620 174.080226
(515,4,1) -0.013600 174.363995
(516,4,1) -0.013581 174.649893
(517,4,1) -0.013561 174.937551
(518,4,1) -0.013541 175.226659
(519,4,1) -0.013522 175.516958
(520,4,1) -0.013503 175.808235
(521,4,1) -0.013483 176.100314
(522,4,1) -0.013464 176.393050
(523,4,1) -0.013445 176.686322
(524,4,1) -0.013426 176.929857
(525,4,1) -0.013407 177.181613
(526,4,1) -0.013388 177.440488
(527,4,1) -0.013369 177.705470
(528,4,1) -0.013350 177.975645
(529,4,1) -0.013332 178.250203
(530,4,1) -0.013313 178.528440
(531,4,1) -0.013294 178.809747
(532,4,1) -0.013276 179.093607
(533,4,1) -0.013257 179.379580
(534,4,1) -0.013239 179.667299
(535,4,1) -0.013220 179.956456
(536,4,1) -0.013202 180.246796
(537,4,1) -0.013184 180.538106
(538,4,1) -0.013166 180.830211
(539,4,1) -0.013148 181.122967
(540,4,1) -0.013130 181.416256
(541,4,1) -0.013112 181.659802
(542,4,1) -0.013094 181.911567
(543,4,1) -0.013076 182.170450
(544,4,1) -0.013058 182.435438
(545,4,1) -0.013040 182.705617
(546,4,1) -0.013023 182.980179
(547,4,1) -0.013005 183.258418
(548,4,1) -0.012987 183.539727
(549,4,1) -0.012970 183.823587
(550,4,1) -0.012952 184.109560
(551,4,1) -0.012935 184.397279
(552,4,1) -0.012918 184.686435
(553,4,1) -0.012901 184.976774
(554,4,1) -0.012883 185.268082
(555,4,1) -0.012866 185.560185
(556,4,1) -0.012849 185.852940
(557,4,1) -0.012832 186.146227
(558,4,1) -0.012815 186.389771
(559,4,1) -0.012798 186.641534
(560,4,1) -0.012781 186.900415
(561,4,1) -0.012764 187.165400
(562,4,1) -0.012748 187.435577
(563,4,1) -0.012731 187.710136
(564,4,1) -0.012714 187.988373
(565,4,1) -0.012698 188.269678
(566,4,1) -0.012681 188.553536
(567,4,1) -0.012665 188.839507
(568,4,1) -0.012648 189.127223
(569,4,1) -0.012632 189.416376
(570,4,1) -0.012615 189.706712
(571,4,1) -0.012599 189.998017
(572,4,1) -0.012583 190.290118
(573,4,1) -0.012567 190.582870
(574,4,1) -0.012551 190.876154
(575,4,1) -0.012535 191.119696
(576,4,1) -0.012519 191.371456
(577,4,1) -0.012503 191.630334
(578,4,1) -0.012487 191.895317
(579,4,1) -0.012471 192.165491
(580,4,1) -0.012455 192.440048
(581,4,1) -0.012439 192.718281
(582,4,1) -0.012423 192.999584
(583,4,1) -0.012408 193.283439
(584,4,1) -0.012392 193.569407
(585,4,1) -0.012376 193.857120
(586,4,1) -0.012361 194.146270
(587,4,1) -0.012345 194.436603
(588,4,1) -0.012330 194.727906
(592,4,1) -0.012309 195.147978
(592,4,1) -0.012291 195.472919
(592,4,1) -0.012275 195.737958
(592,4,1) -0.012261 195.961781
(593,4,1) -0.012246 196.196147
(593,4,1) -0.012234 196.397708
(594,4,1) -0.012221 196.611891
(594,4,1) -0.012210 196.798347
(595,4,1) -0.012199 196.998491
(596,4,1) -0.012187 197.211367
(597,4,1) -0.012174 197.435883
(597,4,1) -0.012164 197.630119
(598,4,1) -0.012153 197.837528
(599,4,1) -0.012141 198.057070
(599,4,1) -0.012131 198.247573
(600,4,1) -0.012120 198.451506
(601,4,1) -0.012109 198.667866
(601,4,1) -0.012099 198.855971
(602,4,1) -0.012089 199.057660
(603,4,1) -0.012078 199.271959
(603,4,1) -0.012069 199.458505
(604,4,1) -0.012059 199.658731
(605,4,1) -0.012048 199.871684
(609,4,1) -0.012031 200.197859
(609,4,1) -0.012017 200.463718
(609,4,1) -0.012004 200.688124
(609,4,1) -0.011993 200.882278
(610,4,1) -0.011982 201.089610
(610,4,1) -0.011972 201.270856
(611,4,1) -0.011962 201.466090
(612,4,1) -0.011951 201.674425
(613,4,1) -0.011940 201.894812
(613,4,1) -0.011930 202.085951
(614,4,1) -0.011920 202.290476
(614,4,1) -0.011911 202.469574
(615,4,1) -0.011901 202.662773
(616,4,1) -0.011891 202.869218
(617,4,1) -0.011880 203.087880
(617,4,1) -0.011871 203.277720
(618,4,1) -0.011861 203.481032
(619,4,1) -0.011851 203.696823
(620,4,1) -0.011840 203.923976
(621,4,1) -0.011829 204.161310
(621,4,1) -0.011819 204.365061
(622,4,1) -0.011809 204.581254
(626,4,1) -0.011792 204.911539
(626,4,1) -0.011778 205.180118
(626,4,1) -0.011766 205.406458
(626,4,1) -0.011756 205.602056
(627,4,1) -0.011745 205.810730
(628,4,1) -0.011734 206.031424
(628,4,1) -0.011724 206.222795
