TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04, cumpr_prec = 1.000000e+02, strategy_add_method = 2, progressive_sieve = 1

 index:    1, (beta,j): (  79,  15) --> ( 194,   1), goal index:    1, cost =
 index:    2, (beta,j): (  79,  13) --> ( 194,   1), goal index:  162, cost =
 index:    3, (beta,j): (  79,  11) --> ( 194,   1), goal index:  167, cost =
 index:    4, (beta,j): (  79,  10) --> ( 194,   1), goal index:  167, cost =
 index:    5, (beta,j): (  79,   9) --> ( 194,   1), goal index:  167, cost =
 index:   27, (beta,j): (  86,   1) --> ( 194,   1), goal index:  169, cost =
 index:   28, (beta,j): (  87,  15) --> ( 194,   1), goal index:  169, cost =
 index:   29, (beta,j): (  87,   1) --> ( 194,   1), goal index:  169, cost =
 index:   30, (beta,j): (  88,  15) --> ( 194,   1), goal index:  170, cost =
 index:   31, (beta,j): (  88,   1) --> ( 194,   1), goal index:  170, cost =
 index:   32, (beta,j): (  89,  15) --> ( 194,   1), goal index:  170, cost =
 index:   33, (beta,j): (  89,   1) --> ( 194,   1), goal index:  170, cost =
 index:   34, (beta,j): (  90,  15) --> ( 194,   1), goal index:  170, cost =
 index:   35, (beta,j): (  90,   1) --> ( 194,   1), goal index:  170, cost =
 index:   36, (beta,j): (  91,  15) --> ( 194,   1), goal index:  170, cost =
 index:   37, (beta,j): (  91,   1) --> ( 194,   1), goal index:  170, cost =
 index:   38, (beta,j): (  92,  15) --> ( 194,   1), goal index:  170, cost =
 index:   39, (beta,j): (  92,   1) --> ( 194,   1), goal index:  170, cost =
 index:   40, (beta,j): (  93,  15) --> ( 194,   1), goal index:  170, cost =
 index:   41, (beta,j): (  93,   1) --> ( 194,   1), goal index:  170, cost =
 index:   42, (beta,j): (  94,  15) --> ( 194,   1), goal index:  170, cost =
 index:   43, (beta,j): (  94,   1) --> ( 194,   1), goal index:  170, cost =
 index:   44, (beta,j): (  95,  15) --> ( 194,   1), goal index:  170, cost =
 index:   45, (beta,j): (  95,   1) --> ( 194,   1), goal index:  170, cost =
 index:   46, (beta,j): (  96,  15) --> ( 194,   1), goal index:  170, cost =
 index:   47, (beta,j): (  96,   1) --> ( 194,   1), goal index:  170, cost =
 index:   48, (beta,j): (  97,  15) --> ( 194,   1), goal index:  170, cost =
 index:   49, (beta,j): (  97,   1) --> ( 194,   1), goal index:  170, cost =
 index:   50, (beta,j): (  98,  15) --> ( 194,   1), goal index:  170, cost =
 index:   51, (beta,j): (  98,   1) --> ( 194,   1), goal index:  170, cost =
 index:   52, (beta,j): (  99,  15) --> ( 194,   1), goal index:  170, cost =
 index:   53, (beta,j): (  99,   1) --> ( 194,   1), goal index:  170, cost =
 index:   54, (beta,j): ( 100,  15) --> ( 194,   1), goal index:  170, cost =
 index:   55, (beta,j): ( 100,   1) --> ( 194,   1), goal index:  170, cost =
 index:   56, (beta,j): ( 101,  15) --> ( 194,   1), goal index:  170, cost =
 index:   57, (beta,j): ( 101,   1) --> ( 194,   1), goal index:  171, cost =
 index:   58, (beta,j): ( 102,  15) --> ( 194,   1), goal index:  171, cost =
 index:   59, (beta,j): ( 102,   1) --> ( 194,   1), goal index:  171, cost =
 index:   60, (beta,j): ( 103,  15) --> ( 194,   1), goal index:  171, cost =
 index:   61, (beta,j): ( 103,   1) --> ( 194,   1), goal index:  171, cost =
 index:   62, (beta,j): ( 104,  15) --> ( 194,   1), goal index:  171, cost =
 index:   63, (beta,j): ( 104,   1) --> ( 194,   1), goal index:  171, cost =
 index:   64, (beta,j): ( 105,  15) --> ( 194,   1), goal index:  171, cost =
 index:   65, (beta,j): ( 105,   1) --> ( 194,   1), goal index:  171, cost =
 index:   66, (beta,j): ( 106,  15) --> ( 194,   1), goal index:  171, cost =
 index:   67, (beta,j): ( 106,   1) --> ( 194,   1), goal index:  171, cost =
 index:   68, (beta,j): ( 107,  15) --> ( 194,   1), goal index:  171, cost =
 index:   69, (beta,j): ( 107,   1) --> ( 194,   1), goal index:  171, cost =
 index:   70, (beta,j): ( 108,  15) --> ( 194,   1), goal index:  171, cost =
 index:   71, (beta,j): ( 108,   1) --> ( 194,   1), goal index:  171, cost =
 index:   72, (beta,j): ( 109,  15) --> ( 194,   1), goal index:  171, cost =
 index:   73, (beta,j): ( 109,   1) --> ( 194,   1), goal index:  171, cost =
 index:   74, (beta,j): ( 110,  15) --> ( 194,   1), goal index:  171, cost =
 index:   75, (beta,j): ( 110,   1) --> ( 194,   1), goal index:  171, cost =
 index:   76, (beta,j): ( 111,  15) --> ( 194,   1), goal index:  171, cost =
 index:   77, (beta,j): ( 111,   1) --> ( 194,   1), goal index:  171, cost =
 index:   78, (beta,j): ( 112,  15) --> ( 194,   1), goal index:  171, cost =
 index:   79, (beta,j): ( 112,   1) --> ( 194,   1), goal index:  171, cost =
 index:   80, (beta,j): ( 113,  15) --> ( 194,   1), goal index:  171, cost =
 index:   81, (beta,j): ( 113,   1) --> ( 194,   1), goal index:  171, cost =
 index:   82, (beta,j): ( 114,  15) --> ( 194,   1), goal index:  171, cost =
 index:   83, (beta,j): ( 114,   1) --> ( 194,   1), goal index:  171, cost =
 index:   84, (beta,j): ( 115,  15) --> ( 194,   1), goal index:  171, cost =
 index:   85, (beta,j): ( 115,   1) --> ( 194,   1), goal index:  171, cost =
 index:   86, (beta,j): ( 116,  15) --> ( 194,   1), goal index:  171, cost =
 index:   87, (beta,j): ( 116,   1) --> ( 194,   1), goal index:  171, cost =
 index:   88, (beta,j): ( 117,  15) --> ( 194,   1), goal index:  171, cost =
 index:   89, (beta,j): ( 117,   1) --> ( 194,   1), goal index:  171, cost =
 index:   90, (beta,j): ( 118,  15) --> ( 194,   1), goal index:  171, cost =
 index:   91, (beta,j): ( 118,   1) --> ( 194,   1), goal index:  171, cost =
 index:   92, (beta,j): ( 119,  15) --> ( 194,   1), goal index:  171, cost =
 index:   93, (beta,j): ( 119,   1) --> ( 194,   1), goal index:  171, cost =
 index:   94, (beta,j): ( 120,  15) --> ( 194,   1), goal index:  171, cost =
 index:   95, (beta,j): ( 120,   1) --> ( 194,   1), goal index:  171, cost =
 index:   96, (beta,j): ( 121,  15) --> ( 194,   1), goal index:  171, cost =
 index:   97, (beta,j): ( 121,   1) --> ( 194,   1), goal index:  171, cost =
 index:   98, (beta,j): ( 122,  15) --> ( 194,   1), goal index:  171, cost =
 index:   99, (beta,j): ( 122,   1) --> ( 194,   1), goal index:  171, cost =
 index:  100, (beta,j): ( 123,  15) --> ( 194,   1), goal index:  171, cost =
 index:  101, (beta,j): ( 123,   1) --> ( 194,   1), goal index:  171, cost =
 index:  102, (beta,j): ( 124,  15) --> ( 194,   1), goal index:  171, cost =
 index:  103, (beta,j): ( 124,   1) --> ( 194,   1), goal index:  171, cost =
 index:  104, (beta,j): ( 125,  15) --> ( 194,   1), goal index:  171, cost =
 index:  105, (beta,j): ( 125,   1) --> ( 194,   1), goal index:  171, cost =
 index:  106, (beta,j): ( 126,  15) --> ( 194,   1), goal index:  171, cost =
 index:  107, (beta,j): ( 126,   1) --> ( 194,   1), goal index:  171, cost =
 index:  108, (beta,j): ( 127,  15) --> ( 194,   1), goal index:  171, cost =
 index:  109, (beta,j): ( 127,   1) --> ( 194,   1), goal index:  171, cost =
 index:  110, (beta,j): ( 128,  15) --> ( 194,   1), goal index:  171, cost =
 index:  111, (beta,j): ( 128,   1) --> ( 194,   1), goal index:  171, cost =
 index:  112, (beta,j): ( 129,  15) --> ( 194,   1), goal index:  171, cost =
 index:  113, (beta,j): ( 129,   1) --> ( 194,   1), goal index:  171, cost =
 index:  114, (beta,j): ( 130,  15) --> ( 194,   1), goal index:  171, cost =
 index:  115, (beta,j): ( 130,   1) --> ( 194,   1), goal index:  171, cost =
 index:  116, (beta,j): ( 131,  15) --> ( 194,   1), goal index:  171, cost =
 index:  117, (beta,j): ( 131,   1) --> ( 194,   1), goal index:  171, cost =
 index:  118, (beta,j): ( 132,  15) --> ( 194,   1), goal index:  171, cost =
 index:  119, (beta,j): ( 132,   1) --> ( 194,   1), goal index:  171, cost =
 index:  120, (beta,j): ( 133,  15) --> ( 194,   1), goal index:  171, cost =
 index:  121, (beta,j): ( 133,   1) --> ( 194,   1), goal index:  171, cost =
 index:  122, (beta,j): ( 134,  15) --> ( 194,   1), goal index:  171, cost =
 index:  123, (beta,j): ( 134,   1) --> ( 194,   1), goal index:  171, cost =
 index:  124, (beta,j): ( 135,  15) --> ( 194,   1), goal index:  171, cost =
 index:  125, (beta,j): ( 135,   1) --> ( 194,   1), goal index:  171, cost =
 index:  126, (beta,j): ( 136,  15) --> ( 194,   1), goal index:  171, cost =
 index:  127, (beta,j): ( 136,   1) --> ( 194,   1), goal index:  171, cost =
 index:  128, (beta,j): ( 137,  15) --> ( 194,   1), goal index:  172, cost =
 index:  129, (beta,j): ( 137,   1) --> ( 194,   1), goal index:  172, cost =
 index:  130, (beta,j): ( 138,  15) --> ( 194,   1), goal index:  172, cost =
 index:  131, (beta,j): ( 138,   1) --> ( 194,   1), goal index:  172, cost =
 index:  132, (beta,j): ( 139,  15) --> ( 194,   1), goal index:  172, cost =
 index:  133, (beta,j): ( 139,   1) --> ( 194,   1), goal index:  172, cost =
 index:  134, (beta,j): ( 140,  15) --> ( 194,   1), goal index:  172, cost =
 index:  135, (beta,j): ( 140,   1) --> ( 194,   1), goal index:  172, cost =
 index:  136, (beta,j): ( 141,  15) --> ( 194,   1), goal index:  172, cost =
 index:  137, (beta,j): ( 141,   1) --> ( 194,   1), goal index:  172, cost =
 index:  138, (beta,j): ( 142,  15) --> ( 194,   1), goal index:  172, cost =
 index:  139, (beta,j): ( 142,   1) --> ( 194,   1), goal index:  172, cost =
 index:  140, (beta,j): ( 143,  15) --> ( 194,   1), goal index:  172, cost =
 index:  141, (beta,j): ( 143,   1) --> ( 194,   1), goal index:  172, cost =
 index:  142, (beta,j): ( 144,  15) --> ( 194,   1), goal index:  172, cost =
 index:  143, (beta,j): ( 144,   1) --> ( 194,   1), goal index:  172, cost =
 index:  144, (beta,j): ( 145,  15) --> ( 194,   1), goal index:  172, cost =
 index:  145, (beta,j): ( 145,   1) --> ( 194,   1), goal index:  172, cost =
 index:  146, (beta,j): ( 146,  15) --> ( 194,   1), goal index:  172, cost =
 index:  147, (beta,j): ( 146,   1) --> ( 194,   1), goal index:  172, cost =
 index:  148, (beta,j): ( 147,  15) --> ( 194,   1), goal index:  172, cost =
 index:  149, (beta,j): ( 147,   1) --> ( 194,   1), goal index:  172, cost =
 index:  150, (beta,j): ( 148,  15) --> ( 194,   1), goal index:  172, cost =
 index:  151, (beta,j): ( 148,   1) --> ( 194,   1), goal index:  172, cost =
 index:  152, (beta,j): ( 149,  15) --> ( 194,   1), goal index:  172, cost =
 index:  153, (beta,j): ( 149,   1) --> ( 194,   1), goal index:  172, cost =
 index:  154, (beta,j): ( 150,  15) --> ( 194,   1), goal index:  172, cost =
 index:  155, (beta,j): ( 150,   1) --> ( 194,   1), goal index:  172, cost =
 index:  156, (beta,j): ( 151,  15) --> ( 194,   1), goal index:  172, cost =
 index:  157, (beta,j): ( 151,   1) --> ( 194,   1), goal index:  172, cost =
 index:  158, (beta,j): ( 152,  15) --> ( 194,   1), goal index:  172, cost =
 index:  159, (beta,j): ( 152,   1) --> ( 194,   1), goal index:  172, cost =
 index:  160, (beta,j): ( 153,  15) --> ( 194,   1), goal index:  173, cost =
 index:  161, (beta,j): ( 153,   1) --> ( 194,   1), goal index:  173, cost =
 index:  162, (beta,j): ( 154,  15) --> ( 194,   1), goal index:  173, cost =
 index:  163, (beta,j): ( 154,   1) --> ( 194,   1), goal index:  173, cost =
 index:  164, (beta,j): ( 155,  15) --> ( 194,   1), goal index:  173, cost =
 index:  165, (beta,j): ( 155,   1) --> ( 194,   1), goal index:  173, cost =
 index:  166, (beta,j): ( 156,  15) --> ( 194,   1), goal index:  173, cost =
 index:  167, (beta,j): ( 156,   1) --> ( 194,   1), goal index:  173, cost =
 index:  168, (beta,j): ( 157,  15) --> ( 194,   1), goal index:  173, cost =
 index:  169, (beta,j): ( 157,   1) --> ( 194,   1), goal index:  173, cost =
 index:  170, (beta,j): ( 158,  15) --> ( 194,   1), goal index:  173, cost =
 index:  171, (beta,j): ( 158,   1) --> ( 194,   1), goal index:  173, cost =
 index:  172, (beta,j): ( 159,   1) --> ( 194,   1), goal index:  173, cost =
 index:  173, (beta,j): ( 160,   1) --> ( 194,   1), goal index:  173, cost =
Find the optimal Strategy through EumBS!!
bs = (slope = -2.327346e-02, G_BKZ = 1.954108e+01 sec, B_BKZ = 4.266859e+01 bit cum-pr = 4.750794e-02, dsvp = 1.585192e+02, dsvp_r = 178, G_dsvp = 2.297345e+01 sec, B_dsvp = 4.644332e+01 bit, G = 2.310126e+01 sec, B = 4.644332e+01 bit)
S(beta,jump,tours):{( 79, 14, 10),( 79, 12,  1),( 79, 11,  1),( 79,  9,  1),( 79,  8,  1),( 80,  1,  4),(118,  2,  3),(152,  2,  2),(154,  2,  1),(156,  2,  1),(160,  2,  1)}
Min Cost = 2.310126e+01 log2(sec), Memory Cost = 4.644332e+01 log(bit)
EnumBS in parallel cost:54s.
TU LWE Challenge, n =  45, alpha = 0.0350
[0m[1;31m dim = 211, dvol = 357.10 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04, cumpr_prec = 1.000000e+02, strategy_add_method = 2, progressive_sieve = 1

 index:    1, (beta,j): (  79,  15) --> ( 210,   1), goal index:    1, cost =
 index:    2, (beta,j): (  79,  13) --> ( 210,   1), goal index:  158, cost =
 index:    3, (beta,j): (  79,  12) --> ( 210,   1), goal index:  165, cost =
 index:    4, (beta,j): (  79,  11) --> ( 210,   1), goal index:  165, cost =
 index:    5, (beta,j): (  79,  10) --> ( 210,   1), goal index:  166, cost =
 index:    6, (beta,j): (  79,   9) --> ( 210,   1), goal index:  166, cost =
 index:    7, (beta,j): (  79,   8) --> ( 210,   1), goal index:  166, cost =
 index:    8, (beta,j): (  79,   7) --> ( 210,   1), goal index:  166, cost =
 index:    9, (beta,j): (  79,   6) --> ( 210,   1), goal index:  166, cost =
 index:   10, (beta,j): (  79,   5) --> ( 210,   1), goal index:  166, cost =
 index:   11, (beta,j): (  79,   4) --> ( 210,   1), goal index:  166, cost =
 index:   12, (beta,j): (  79,   3) --> ( 210,   1), goal index:  166, cost =
 index:   13, (beta,j): (  79,   2) --> ( 210,   1), goal index:  166, cost =
 index:   14, (beta,j): (  79,   1) --> ( 210,   1), goal index:  166, cost =
 index:   15, (beta,j): (  80,  15) --> ( 210,   1), goal index:  167, cost =
 index:   16, (beta,j): (  80,   1) --> ( 210,   1), goal index:  167, cost =
 index:   17, (beta,j): (  81,  15) --> ( 210,   1), goal index:  167, cost =
 index:   18, (beta,j): (  81,   1) --> ( 210,   1), goal index:  167, cost =
 index:   19, (beta,j): (  82,  15) --> ( 210,   1), goal index:  167, cost =
 index:   20, (beta,j): (  82,   1) --> ( 210,   1), goal index:  167, cost =
 index:   21, (beta,j): (  83,  15) --> ( 210,   1), goal index:  167, cost =
 index:   22, (beta,j): (  83,   1) --> ( 210,   1), goal index:  167, cost =
 index:   23, (beta,j): (  84,  15) --> ( 210,   1), goal index:  167, cost =
 index:   24, (beta,j): (  84,   1) --> ( 210,   1), goal index:  167, cost =
 index:   25, (beta,j): (  85,  15) --> ( 210,   1), goal index:  167, cost =
 index:   26, (beta,j): (  85,   1) --> ( 210,   1), goal index:  167, cost =
 index:   27, (beta,j): (  86,  15) --> ( 210,   1), goal index:  167, cost =
 index:   28, (beta,j): (  86,   1) --> ( 210,   1), goal index:  167, cost =
 index:   29, (beta,j): (  87,  15) --> ( 210,   1), goal index:  167, cost =
 index:   30, (beta,j): (  87,   1) --> ( 210,   1), goal index:  167, cost =
 index:   31, (beta,j): (  88,  15) --> ( 210,   1), goal index:  167, cost =
 index:   32, (beta,j): (  88,   1) --> ( 210,   1), goal index:  167, cost =
 index:   33, (beta,j): (  89,  15) --> ( 210,   1), goal index:  167, cost =
 index:   34, (beta,j): (  89,   1) --> ( 210,   1), goal index:  167, cost =
 index:   35, (beta,j): (  90,  15) --> ( 210,   1), goal index:  167, cost =
 index:   36, (beta,j): (  90,   1) --> ( 210,   1), goal index:  167, cost =
 index:   37, (beta,j): (  91,  15) --> ( 210,   1), goal index:  167, cost =
 index:   38, (beta,j): (  91,   1) --> ( 210,   1), goal index:  167, cost =
 index:   39, (beta,j): (  92,  15) --> ( 210,   1), goal index:  167, cost =
 index:   40, (beta,j): (  92,   1) --> ( 210,   1), goal index:  167, cost =
 index:   41, (beta,j): (  93,  15) --> ( 210,   1), goal index:  167, cost =
 index:   42, (beta,j): (  93,   1) --> ( 210,   1), goal index:  167, cost =
 index:   43, (beta,j): (  94,  15) --> ( 210,   1), goal index:  167, cost =
 index:   44, (beta,j): (  94,   1) --> ( 210,   1), goal index:  167, cost =
 index:   45, (beta,j): (  95,  15) --> ( 210,   1), goal index:  167, cost =
 index:   46, (beta,j): (  95,   1) --> ( 210,   1), goal index:  167, cost =
 index:   47, (beta,j): (  96,  15) --> ( 210,   1), goal index:  167, cost =
 index:   48, (beta,j): (  96,   1) --> ( 210,   1), goal index:  167, cost =
 index:   49, (beta,j): (  97,  15) --> ( 210,   1), goal index:  167, cost =
 index:   50, (beta,j): (  97,   1) --> ( 210,   1), goal index:  167, cost =
 index:   51, (beta,j): (  98,  15) --> ( 210,   1), goal index:  167, cost =
 index:   52, (beta,j): (  98,   1) --> ( 210,   1), goal index:  167, cost =
 index:   53, (beta,j): (  99,  15) --> ( 210,   1), goal index:  167, cost =
 index:   54, (beta,j): (  99,   1) --> ( 210,   1), goal index:  167, cost =
 index:   55, (beta,j): ( 100,  15) --> ( 210,   1), goal index:  167, cost =
 index:   56, (beta,j): ( 100,   1) --> ( 210,   1), goal index:  167, cost =
 index:   57, (beta,j): ( 101,  15) --> ( 210,   1), goal index:  167, cost =
 index:   58, (beta,j): ( 101,   1) --> ( 210,   1), goal index:  167, cost =
 index:   59, (beta,j): ( 102,  15) --> ( 210,   1), goal index:  167, cost =
 index:   60, (beta,j): ( 102,   1) --> ( 210,   1), goal index:  167, cost =
 index:   61, (beta,j): ( 103,  15) --> ( 210,   1), goal index:  167, cost =
 index:   62, (beta,j): ( 103,   1) --> ( 210,   1), goal index:  167, cost =
 index:   63, (beta,j): ( 104,  15) --> ( 210,   1), goal index:  167, cost =
 index:   64, (beta,j): ( 104,   1) --> ( 210,   1), goal index:  167, cost =
 index:   65, (beta,j): ( 105,  15) --> ( 210,   1), goal index:  167, cost =
 index:   66, (beta,j): ( 105,   1) --> ( 210,   1), goal index:  167, cost =
 index:   67, (beta,j): ( 106,  15) --> ( 210,   1), goal index:  168, cost =
 index:   68, (beta,j): ( 106,   1) --> ( 210,   1), goal index:  168, cost =
 index:   69, (beta,j): ( 107,  15) --> ( 210,   1), goal index:  168, cost =
 index:   70, (beta,j): ( 107,   1) --> ( 210,   1), goal index:  168, cost =
 index:   71, (beta,j): ( 108,  15) --> ( 210,   1), goal index:  168, cost =
 index:   72, (beta,j): ( 108,   1) --> ( 210,   1), goal index:  168, cost =
 index:   73, (beta,j): ( 109,  15) --> ( 210,   1), goal index:  168, cost =
 index:   74, (beta,j): ( 109,   1) --> ( 210,   1), goal index:  168, cost =
 index:   75, (beta,j): ( 110,  15) --> ( 210,   1), goal index:  168, cost =
 index:   76, (beta,j): ( 110,   1) --> ( 210,   1), goal index:  168, cost =
 index:   77, (beta,j): ( 111,  15) --> ( 210,   1), goal index:  168, cost =
 index:   78, (beta,j): ( 111,   1) --> ( 210,   1), goal index:  168, cost =
 index:   79, (beta,j): ( 112,  15) --> ( 210,   1), goal index:  168, cost =
 index:   80, (beta,j): ( 112,   1) --> ( 210,   1), goal index:  168, cost =
 index:   81, (beta,j): ( 113,  15) --> ( 210,   1), goal index:  168, cost =
 index:   82, (beta,j): ( 113,   1) --> ( 210,   1), goal index:  168, cost =
 index:   83, (beta,j): ( 114,  15) --> ( 210,   1), goal index:  168, cost =
 index:   84, (beta,j): ( 114,   1) --> ( 210,   1), goal index:  168, cost =
 index:   85, (beta,j): ( 115,  15) --> ( 210,   1), goal index:  168, cost =
 index:   86, (beta,j): ( 115,   1) --> ( 210,   1), goal index:  168, cost =
 index:   87, (beta,j): ( 116,  15) --> ( 210,   1), goal index:  168, cost =
 index:   88, (beta,j): ( 116,   1) --> ( 210,   1), goal index:  168, cost =
 index:   89, (beta,j): ( 117,  15) --> ( 210,   1), goal index:  168, cost =
 index:   90, (beta,j): ( 117,   1) --> ( 210,   1), goal index:  168, cost =
 index:   91, (beta,j): ( 118,  15) --> ( 210,   1), goal index:  168, cost =
 index:   92, (beta,j): ( 118,   1) --> ( 210,   1), goal index:  168, cost =
 index:   93, (beta,j): ( 119,  15) --> ( 210,   1), goal index:  168, cost =
 index:   94, (beta,j): ( 119,   1) --> ( 210,   1), goal index:  168, cost =
 index:   95, (beta,j): ( 120,  15) --> ( 210,   1), goal index:  168, cost =
 index:   96, (beta,j): ( 120,   1) --> ( 210,   1), goal index:  168, cost =
 index:   97, (beta,j): ( 121,  15) --> ( 210,   1), goal index:  168, cost =
 index:   98, (beta,j): ( 121,   1) --> ( 210,   1), goal index:  168, cost =
 index:   99, (beta,j): ( 122,  15) --> ( 210,   1), goal index:  168, cost =
 index:  100, (beta,j): ( 122,   1) --> ( 210,   1), goal index:  168, cost =
 index:  101, (beta,j): ( 123,  15) --> ( 210,   1), goal index:  168, cost =
 index:  102, (beta,j): ( 123,   1) --> ( 210,   1), goal index:  168, cost =
 index:  103, (beta,j): ( 124,  15) --> ( 210,   1), goal index:  168, cost =
 index:  104, (beta,j): ( 124,   1) --> ( 210,   1), goal index:  168, cost =
 index:  105, (beta,j): ( 125,  15) --> ( 210,   1), goal index:  168, cost =
 index:  106, (beta,j): ( 125,   1) --> ( 210,   1), goal index:  168, cost =
 index:  107, (beta,j): ( 126,  15) --> ( 210,   1), goal index:  168, cost =
 index:  108, (beta,j): ( 126,   1) --> ( 210,   1), goal index:  168, cost =
 index:  109, (beta,j): ( 127,  15) --> ( 210,   1), goal index:  168, cost =
 index:  110, (beta,j): ( 127,   1) --> ( 210,   1), goal index:  168, cost =
 index:  111, (beta,j): ( 128,  15) --> ( 210,   1), goal index:  168, cost =
 index:  112, (beta,j): ( 128,   1) --> ( 210,   1), goal index:  168, cost =
 index:  113, (beta,j): ( 129,  15) --> ( 210,   1), goal index:  168, cost =
 index:  114, (beta,j): ( 129,   1) --> ( 210,   1), goal index:  168, cost =
 index:  115, (beta,j): ( 130,  15) --> ( 210,   1), goal index:  168, cost =
 index:  116, (beta,j): ( 130,   1) --> ( 210,   1), goal index:  168, cost =
 index:  117, (beta,j): ( 131,  15) --> ( 210,   1), goal index:  168, cost =
 index:  118, (beta,j): ( 131,   1) --> ( 210,   1), goal index:  168, cost =
 index:  119, (beta,j): ( 132,  15) --> ( 210,   1), goal index:  168, cost =
 index:  120, (beta,j): ( 132,   1) --> ( 210,   1), goal index:  168, cost =
 index:  121, (beta,j): ( 133,  15) --> ( 210,   1), goal index:  168, cost =
 index:  122, (beta,j): ( 133,   1) --> ( 210,   1), goal index:  168, cost =
 index:  123, (beta,j): ( 134,  15) --> ( 210,   1), goal index:  168, cost =
 index:  124, (beta,j): ( 134,   1) --> ( 210,   1), goal index:  168, cost =
 index:  125, (beta,j): ( 135,  15) --> ( 210,   1), goal index:  168, cost =
 index:  126, (beta,j): ( 135,   1) --> ( 210,   1), goal index:  168, cost =
 index:  127, (beta,j): ( 136,  15) --> ( 210,   1), goal index:  168, cost =
 index:  128, (beta,j): ( 136,   1) --> ( 210,   1), goal index:  168, cost =
 index:  129, (beta,j): ( 137,  15) --> ( 210,   1), goal index:  168, cost =
 index:  130, (beta,j): ( 137,   1) --> ( 210,   1), goal index:  168, cost =
 index:  131, (beta,j): ( 138,  15) --> ( 210,   1), goal index:  168, cost =
 index:  132, (beta,j): ( 138,   1) --> ( 210,   1), goal index:  168, cost =
 index:  133, (beta,j): ( 139,  15) --> ( 210,   1), goal index:  168, cost =
 index:  134, (beta,j): ( 139,   1) --> ( 210,   1), goal index:  168, cost =
 index:  135, (beta,j): ( 140,  15) --> ( 210,   1), goal index:  168, cost =
 index:  136, (beta,j): ( 140,   1) --> ( 210,   1), goal index:  168, cost =
 index:  137, (beta,j): ( 141,  15) --> ( 210,   1), goal index:  168, cost =
 index:  138, (beta,j): ( 141,   1) --> ( 210,   1), goal index:  168, cost =
 index:  139, (beta,j): ( 142,  15) --> ( 210,   1), goal index:  168, cost =
 index:  140, (beta,j): ( 142,   1) --> ( 210,   1), goal index:  168, cost =
 index:  141, (beta,j): ( 143,  15) --> ( 210,   1), goal index:  169, cost =
 index:  142, (beta,j): ( 143,   1) --> ( 210,   1), goal index:  169, cost =
